time,SoC
0,0.7065812020540153
1,0.8087189514774772
2,0.7039466138705367
3,0.7414025969797932
4,0.9370940286748456
5,0.6263719101935341
6,0.5895945594725236
7,0.8179461553326909
8,0.691677068537567
9,0.7231421113979094
10,0.6833543086879773
11,0.7287468544269504
12,0.889843633412306
13,0.8211922802042871
14,0.8266635382261881
15,0.629751287287027
16,0.6529595059143456
17,0.5071501028074024
18,0.6830698799510583
19,0.8361745871424001
20,0.7983799542521864
21,0.7347334038560872
22,0.752233300010844
23,0.6948035823873602
24,0.7723974830764401
25,0.8212121512705858
26,0.6153417890843627
27,0.7813663219087376
28,0.8363772682476702
29,0.720005016313437
30,0.8168125764214569
31,1.0
32,0.7476234185204385
33,0.7909278782035628
34,0.6932517140717319
35,0.7730422707369532
36,0.7974184072115341
37,0.7746740707862146
38,0.6697892273675575
39,0.7761154954577787
40,0.8850158275866484
41,0.7975152671911997
42,0.8421536551322346
43,0.738598701985407
44,0.8242137270722897
45,0.7836867031215388
46,0.6774237488602759
47,0.7874787195509745
48,0.674282265194638
49,0.7055238865895582
50,0.7768648675085057
51,0.7863859518091314
52,0.65792146086163
53,0.8522285297757124
54,0.8106877834080413
55,0.7003635207897917
56,0.6284495135765932
57,0.7491339732087763
58,0.723236603626914
59,0.7717720025986399
60,0.7307028240178105
61,0.5885412780819996
62,0.7288010590026204
63,0.7360950429260594
64,0.8175125102171051
65,0.7023765972913371
66,0.9081976730668867
67,0.5976018326698604
68,0.8766228571909164
69,0.7438470752739216
70,0.8377540405225864
71,0.7703692196152171
72,0.8621770401312132
73,0.730124488853837
74,0.668656020250711
75,0.8867466523987475
76,0.7540683205892077
77,0.7831342808423293
78,0.8708842529829173
79,0.6747802197353254
80,0.8156791167990392
81,0.713145016254648
82,0.7528040921706551
83,0.770539096725685
84,0.634488376750213
85,0.6969500885957022
86,0.8813033380460956
87,0.8410930666710554
88,0.7589957893371727
89,0.7854684605595492
90,0.7389699357675663
91,0.8818367637016781
92,0.7470923053390918
93,0.7844860102795354
94,0.8635871927634823
95,0.6971124841798639
96,0.8992635929441075
97,0.6318835332045297
98,0.9053298326464423
99,0.7320046252054456
100,0.7432071925801305
101,0.6005944154446039
102,0.7247444059216848
103,0.6740546143797115
104,0.7113876425011819
105,0.7520191474168428
106,0.8467139731802877
107,0.7817083587225049
108,0.7902807998684829
109,0.6687520290926107
110,0.6872395937058421
111,0.9190231499865942
112,0.6996229381676334
113,0.9064658379953756
114,0.7419795748128958
115,0.7630876541523368
116,0.8553910404191951
117,0.8726962457209964
118,0.7528936236771093
119,0.7287384780760217
120,0.757347412478282
121,0.7912783161829796
122,0.8390047771843088
123,0.7620692936626295
124,0.8150914504701412
125,0.9031422011665315
126,0.7941729962041343
127,0.787958154084413
128,0.629345897959868
129,0.5329302337099241
130,0.7940081368071094
131,0.7519845633789924
132,0.715429137635895
133,0.7808387980551159
134,0.7543146569053086
135,0.8569165763129489
136,0.7665377541802217
137,0.694209902413071
138,0.844300987653971
139,0.7395742814526719
140,0.8036833622735828
141,0.7165457418217289
142,0.7013659415818682
143,0.7646242740688141
144,0.7581828598272916
145,0.798325861231102
146,0.7332751706829082
147,0.5973213634561207
148,0.7185054959052518
149,0.8243680022741161
150,0.7296403934112222
151,0.7337557949035766
152,0.8401395887229023
153,0.6928552375304274
154,0.6206437731698154
155,0.7399459794771487
156,0.7116283036085311
157,0.6695873159836279
158,0.7377053263790769
159,0.7950897946519041
160,0.7514173635543667
161,0.7784516437041361
162,0.9084809194535112
163,0.721528161876373
164,0.7749435708475534
165,0.7064361275375187
166,0.6769052215697108
167,0.6991749484565262
168,0.7080012349746985
169,0.7801804988049619
170,0.9519981614366361
171,0.6863672981047424
172,0.7119072684924569
173,0.7421249002846647
174,0.7814629281128611
175,0.7696371732420247
176,0.8575737401400627
177,0.53607464301873
178,0.5391011665261011
179,0.7023654607038213
180,0.839848783717455
181,0.608996056561848
182,0.4838057104014175
183,0.7931228863518937
184,0.7643759797279901
185,0.6485360361205446
186,0.6571877476431391
187,0.6581463001754462
188,0.7512255077483581
189,0.6870449121890602
190,0.783590997238523
191,0.49337322491963853
192,0.6658477054923184
193,0.64213199846917
194,0.7169789052268332
195,0.6921782672087986
196,0.8073665985245219
197,0.5769853149919567
198,0.7414082963433863
199,0.7853652391973488
200,0.8972970415407894
201,0.6944985743856823
202,0.7638425744673999
203,0.5792243857084542
204,0.5278999695918709
205,0.8075829092116926
206,0.7335625694202114
207,0.8356035307891844
208,0.6143242461141866
209,0.7777429904847599
210,0.894049022429858
211,0.7682080290995069
212,0.7553898429570742
213,0.7317625077856384
214,0.5946430851481428
215,0.8474727745177212
216,0.6768627102456923
217,0.7729556810019222
218,0.5935981654012854
219,0.6263635944488961
220,0.8522024389251587
221,0.6975222650623003
222,0.8529200128692557
223,0.7199533899050912
224,0.5668959993278294
225,0.8030736994089235
226,0.6743978555140017
227,0.7854913074471519
228,0.7267854539090569
229,0.5906386773366578
230,0.7379825289595935
231,0.9134120236953275
232,0.7655943735348989
233,0.7175380763176112
234,0.815165236596853
235,0.7399233558867785
236,0.7394158120120229
237,0.6264033609762407
238,0.7407068875602653
239,0.8096749933796735
240,0.6473096804779007
241,0.8425435596263351
242,0.7109313151015493
243,0.6416435742027888
244,0.804417540476079
245,0.6928706894031246
246,0.7830328361075737
247,0.6916685474168036
248,0.7113580980781465
249,0.7588695996406988
250,0.7409538223747001
251,0.542707616239953
252,0.6179990510149627
253,0.7950984699000053
254,0.702864860917175
255,0.6686132944510172
256,0.5960052897609731
257,0.6197806034568349
258,0.5379000377843786
259,0.7037561958459907
260,0.6603853090814321
261,0.6281823282694893
262,0.7055981994167753
263,0.7426569750112596
264,0.8919758412612022
265,0.5796566120191379
266,0.8105085897037237
267,0.7940667455988383
268,0.6421112974389926
269,0.7268107809644896
270,0.6693085272008638
271,0.724677514890083
272,0.8389094885466011
273,0.7604193028779921
274,0.7517316502908037
275,0.6701866973829282
276,0.578708325543393
277,0.6888195417828002
278,0.8110065733400469
279,0.574147918867078
280,0.6147346546022229
281,0.7167081508336893
282,0.6203075940342114
283,0.636680368209349
284,0.6683576880550444
285,0.5865878349826408
286,0.6202275303612309
287,0.7651695079673668
288,0.5909191338061931
289,0.5655511996933736
290,0.649088018167721
291,0.7667386211800262
292,0.686138536203122
293,0.6627663333992583
294,0.7066073489371164
295,0.5514925790602787
296,0.7451883686962716
297,0.7353695915460212
298,0.6665796517598557
299,0.788877293878274
300,0.6040722592405644
301,0.7990898919311098
302,0.7146838827854411
303,0.6720280043897595
304,0.6992792406930654
305,0.6915664164060684
306,0.8063102074089195
307,0.6073866772648682
308,0.6344398595679343
309,0.7899836900397371
310,0.6486363649612145
311,0.7779892857117258
312,0.847013169475113
313,0.6650586942069759
314,0.7586925839224232
315,0.5997836066320743
316,0.7648479184214916
317,0.7167007150132207
318,0.7402952427458885
319,0.6434088866327077
320,0.5554499404762192
321,0.7426863046486382
322,0.5204982769509414
323,0.6715456035788219
324,0.7804069312766262
325,0.7155127774580686
326,0.8674743834612484
327,0.7875362092125529
328,0.6421967691032
329,0.7011203421442439
330,0.6946320757750424
331,0.5617868149957415
332,0.6173123386132553
333,0.6501565979345241
334,0.5224618216576125
335,0.7027898388215409
336,0.6771285018237897
337,0.5539168616187262
338,0.733687324067635
339,0.7606771796211884
340,0.7183949935042109
341,0.6707289618042305
342,0.7499911584018959
343,0.7577108822273954
344,0.7254877971702557
345,0.6275666220910593
346,0.7229180125096842
347,0.8024943710814797
348,0.6474606755201587
349,0.8807174408600751
350,0.6537361825843323
351,0.7021019498797887
352,0.6411754307662555
353,0.7187764869518907
354,0.5487635024724307
355,0.6523720913478248
356,0.6052061541724252
357,0.711529854426008
358,0.7859797488040953
359,0.7559297705545873
360,0.49488366879492507
361,0.8769691490837356
362,0.7259148122122269
363,0.6332809834544274
364,0.7142026980592381
365,0.7159797496186971
