time,SoC
0,0.8454955700345917
1,0.7411142558770308
2,0.8750516906989504
3,0.8562861814567702
4,0.8044869552017637
5,0.7387888847939886
6,0.7346964186355709
7,0.8057090497941969
8,0.6971665159288825
9,0.5568688665194078
10,0.7824581903504482
11,0.6296252414471076
12,0.6464118572645511
13,0.7382932734109228
14,0.730038696551866
15,0.6061335982743155
16,0.7562086180104021
17,0.8327249766209758
18,0.6351722178088979
19,0.8631274684497238
20,0.5956639620520898
21,0.9444317068472026
22,0.7057128451866884
23,0.7590431276452116
24,0.5667544760896324
25,0.7405457395517855
26,0.7686064453507062
27,0.7393498878283131
28,0.694708636975712
29,0.6588876093321688
30,0.8559594170108287
31,0.7522891439209376
32,0.8956235352770845
33,0.7003159497724556
34,0.7093448938570099
35,0.8280291208012258
36,0.5974892467999308
37,0.6365204637774091
38,0.85551322282116
39,0.6409002636725117
40,0.5798254549257141
41,0.9290435226782753
42,0.6203533272456537
43,0.769814494466597
44,0.7589897647688786
45,0.4864312889888063
46,0.7271863903670207
47,0.794913373569963
48,0.7859521152356655
49,0.837857683048066
50,0.7155386623362748
51,0.8195231638876
52,0.6866558550967907
53,0.6181944396963127
54,0.6286393906562453
55,0.6128239782162523
56,0.8465117460284303
57,0.6072648158274964
58,0.7762374567834378
59,0.7247607519392416
60,0.7398264056328533
61,0.8782063905125272
62,0.7071851356292256
63,0.8061153686875636
64,0.7512875267687685
65,0.73282883352158
66,0.9643981654707992
67,0.6096882460607717
68,0.867575432913458
69,0.8070817874009351
70,0.6989346891321252
71,0.897918482850192
72,0.5680878022361773
73,0.6929641204179757
74,0.6272676341860571
75,0.7799622118797516
76,0.6348687441138893
77,0.780487727348191
78,0.7210951870212234
79,0.6926045326718108
80,0.7739948523907806
81,0.7109926946704891
82,0.6325755753146362
83,1.0
84,0.6878960449707735
85,0.5232748566481197
86,0.6526571475612546
87,0.6115817392020927
88,0.8089131167942616
89,0.7603233717947608
90,0.7667817032222819
91,0.693176433394428
92,0.7009229236489466
93,0.6914186816165016
94,0.7180123706533785
95,0.8039411498564674
96,0.7558561997129282
97,0.7705640433956221
98,0.7696979702605967
99,0.8053246267528376
100,0.7480814713633025
101,0.753984734068888
102,0.8317695938689208
103,0.6555162275830759
104,0.6367089444050367
105,0.6047110967583065
106,0.7335555749215398
107,0.5400518926942693
108,0.758574008352704
109,0.7038070671938331
110,0.8208819145474165
111,0.6492249196195515
112,0.6929525337963973
113,0.8178156335432104
114,0.8419247762283788
115,0.6460440790013198
116,0.7270859036405601
117,0.7372213761031942
118,0.7442174170187037
119,0.6835108380066998
120,0.829204303234873
121,0.5285960734985005
122,0.6672022760243781
123,0.7490837588713126
124,0.7496052576829783
125,0.8340440247781432
126,0.819109664741248
127,0.6783767086619413
128,0.8281988492321671
129,0.6373361690803373
130,0.7928464198072739
131,0.8759414429039996
132,0.8194204704741476
133,0.7143102965246898
134,0.6728038069064067
135,0.5594533135466938
136,0.7335127617924248
137,0.5985459882945283
138,0.6290572414692479
139,0.5914699494714806
140,0.6606831456832551
141,0.7017215470527184
142,0.7304018238976757
143,0.647816782694709
144,0.8060647413133779
145,0.6853497467548928
146,0.6307306013223973
147,0.7269805663167638
148,0.8917180349461686
149,0.737887775530589
150,0.6721510312205552
151,0.5622706564187425
152,0.6864747218639434
153,0.7298894018231289
154,0.6713916073321299
155,0.5508850501717901
156,0.6284867301552783
157,0.8471786719923294
158,0.8457449642210946
159,0.626602360636898
160,0.7747615071494828
161,0.6000787749303228
162,0.8451550890983119
163,0.736032384703174
164,0.8033217540032338
165,0.5517023695449685
166,0.7788351153472878
167,0.7146127331790847
