time,SoC
0,0.7068296641331514
1,0.5676045404308643
2,0.7853748818483642
3,0.6351093176760177
4,0.7436082991025403
5,0.7639013657339053
6,0.8547764421086184
7,0.6396683337106064
8,0.5027161374596371
9,0.7663979023900973
10,0.9006928097530291
11,0.8573704197204916
12,0.7758891941112905
13,0.7211229994339108
14,0.8293961512291413
15,0.686566873925387
16,0.8070992556749642
17,0.8117568095255361
18,0.8592327149426376
19,1.0
20,0.809161146382503
21,0.7377941315910933
22,0.7792852200408189
23,0.6391671972663651
24,0.7287466341995565
25,0.7539529201981494
26,0.7464754293257437
27,0.8034565919378248
28,0.725755872666464
29,0.8859270114874267
30,0.7962041048422237
31,0.7970294167280493
32,0.7725934155064625
33,0.8134576597565757
34,0.8694903706857081
35,0.7328689775164767
36,0.751193528999444
37,0.7813039103326399
38,0.6974840867823233
39,0.7414989870935021
40,0.7704766029081126
41,0.8815326880158113
42,0.8325158767432002
43,0.8276867700957347
44,0.8819995147851636
45,0.8020715307707373
46,0.8456803085822748
47,0.8059276685514961
48,0.8364024473265677
49,0.7676015035564234
50,0.6165457720450278
51,0.8046353019892608
52,0.931702770771445
53,0.8912634509400368
54,0.8944257631120314
55,0.9163907315981875
56,0.8226506591371805
57,0.8312494958519331
58,0.7644678313588238
59,0.7886450685103953
60,0.8641341446577822
61,0.9115238263737658
62,0.8013654003542939
63,0.7753225189509146
64,0.8112903043327891
65,0.8594128463901505
66,0.6917521124368383
67,0.6212670732990013
68,0.7625300657102707
69,0.7067583719956511
70,0.7636573483791746
71,0.7917735323638091
72,0.765538403377701
73,0.9195213474887167
74,0.8262827698129995
75,0.8226232786351606
76,0.8472771858538095
77,0.7020601738027468
78,0.8779389497818176
79,0.785292331903482
80,0.8443324405294564
81,0.7004214005456685
82,0.6592254296481415
83,0.8506357797984951
84,0.8126392866823372
85,0.7063567632461518
86,0.7069066900382691
87,0.8674382938289095
88,0.6765322529958775
89,0.905227338296625
90,0.6956218676812898
91,0.8188206196123123
92,0.7376667863000469
93,0.8112972387737536
94,0.7153864952983261
95,0.7440816442361409
96,0.7582725631268856
97,0.6707867339156024
98,0.8104392496260172
99,0.7057197593237798
100,0.7264346871060764
101,0.6614990257391368
102,0.5311453598616673
103,0.7219613369004035
104,0.9317143745767138
105,0.7964491092239968
106,0.72837669228757
107,0.7059821022018639
108,0.7267199448042342
109,0.7669734284158882
110,0.6235769972022923
111,0.8081985026390196
112,0.773179030326873
113,0.7709287537176691
114,0.745660918036016
115,0.7090665276165254
116,0.7599034334110896
117,0.7508949618908546
118,0.6714019953283178
119,0.651152099958813
120,0.7039038206399809
121,0.8196052126604628
122,0.5900284314192362
123,0.5691845322819206
124,0.7000842773202457
125,0.6886552159666802
126,0.6965350318853187
127,0.7002305412401263
128,0.6601251821767912
129,0.7978233567166761
130,0.5439037261636895
131,0.605005300297245
132,0.6623124092782506
133,0.5349879625072549
134,0.6529057674912975
135,0.8010450367433686
136,0.6656808040889223
137,0.6812412198453729
138,0.5582015197248902
139,0.6092661436929468
140,0.6275648504566324
141,0.6309505423690387
142,0.760112536100932
143,0.6999157162717178
144,0.5627213548980086
145,0.6724000543011076
146,0.691952251901437
147,0.7433875753696486
148,0.7784605624614114
149,0.5660704901481476
150,0.5820296313719239
151,0.5449859647671258
152,0.6278882199431473
153,0.6845127638971066
154,0.7265823611718073
155,0.6395564109689341
156,0.6194092283385324
157,0.657670809295016
158,0.5770902054092739
159,0.8155007953944768
160,0.5140894264100372
161,0.6603278122681586
162,0.8104265299943277
163,0.646236811102761
164,0.6305038104014898
165,0.6172414167262291
166,0.6321339208053208
167,0.7592993318051903
168,0.46762722269753826
169,0.7736527571669278
170,0.5332634597072697
171,0.6284199432062074
172,0.6160288020250718
173,0.69994214700928
174,0.5226527002455711
175,0.691690070615429
176,0.8201734051895381
177,0.5451655990594424
178,0.6730143696472499
179,0.6048723218565364
180,0.6949228559737317
181,0.663170531427565
182,0.6107715905739037
183,0.7043666354314093
184,0.813268521054603
185,0.6522083031587831
186,0.7281202801670876
187,0.5657040296762833
188,0.5949210482445524
189,0.7132137539300538
190,0.7975373932246489
191,0.707404200033748
192,0.65479871184731
193,0.682212550829209
194,0.5823025345976
195,0.7355490756070631
196,0.7602401241689799
197,0.6535089327572916
198,0.6541368513921718
199,0.7162519874920288
200,0.6611024994316946
201,0.6934701213637264
202,0.872225395710506
203,0.6830737387843228
204,0.6761928806682516
205,0.65481808309137
206,0.7705004114362504
207,0.6972662384331443
208,0.6613167548389811
209,0.8242099036258529
210,0.8344428903317547
211,0.6719609077894476
212,0.5709404675278477
213,0.8074674337852369
214,0.6716931333102273
215,0.7941499148090835
216,0.5712238002781558
217,0.8067691919101737
218,0.6373694165182741
219,0.7978018666199891
220,0.7414638960258817
221,0.664576580023263
222,0.7111913263021052
223,0.8023290461339587
224,0.7569681131080405
225,0.7979103650291703
226,0.9132963173039655
227,0.6264707972352389
228,0.8876732956429694
229,0.7660975520794109
230,0.6860357894359342
231,0.6525324698033698
232,0.7472083509228633
233,0.839354200543196
234,0.7553423315663709
235,0.8904272308420534
236,0.6503264880427044
237,0.7690252954326209
238,0.6692105144024872
239,0.8022183629408617
240,0.8460699037269115
241,0.7405822271219463
242,0.563625237231365
243,0.7931714922596784
244,0.8134922233422862
245,0.8117131155056351
246,0.8803036924604034
247,0.6929515909327961
248,0.8363941604624021
249,0.8787492842499646
250,0.6370252950957335
251,0.8085407607247818
252,0.7417406686106505
253,0.7764948416304083
254,0.8117074809696929
255,0.7437798746788795
256,0.7284806125846838
257,0.786348340671016
258,0.6948334014139299
259,0.6947870318351405
260,0.8384675618434251
261,0.6890969113975455
262,0.836691789837538
263,0.8196104335459738
264,0.6406372900342326
265,0.7254762376445527
266,0.8773740895463881
267,0.6992398192257766
268,0.7405158462985154
269,0.8151197349672944
270,0.8403101866011198
271,0.7548472247054484
272,0.7254818254602792
273,0.8889348989746122
274,0.9134375348377364
275,0.8500929735884849
276,0.7757925844662226
277,0.7014180628096462
278,0.6980212643684292
279,0.806673440006129
280,0.79646016642162
281,0.8748315360132352
282,0.8117331152928947
283,0.6342320631877374
284,0.8405661114097863
285,0.6713818278506307
286,0.7193467431815637
287,0.7688908052214453
288,0.9089842456617392
289,0.9975583783995238
290,0.7911418796307343
291,0.7243602137619983
292,0.7804477588844401
293,0.8067643921215811
294,0.7057247642734616
295,0.8756689517731328
296,0.7454499967893597
297,0.764622920983191
298,0.7756453103342584
299,0.7529974281917063
300,0.7842636811430334
301,0.6627433283642195
302,0.6647249184139261
303,0.6176932702717381
304,0.7403444290213795
305,0.7651151053464637
306,0.736003809192954
307,0.8322591014690655
308,0.6923145067826266
309,0.7443152109689876
310,0.5977904844994235
311,0.6522344013128745
312,0.7374915922495618
313,0.7469932422123223
314,0.6507737384727852
315,0.665878920506248
316,0.5449369167083439
317,0.6365608219822573
318,0.735247637053678
319,0.7065406524601808
320,0.6974627895378577
321,0.6577118098805621
322,0.6512544913475952
323,0.5938824247583424
324,0.7017557376000677
325,0.6761814221505185
326,0.6790763140743239
